PERMNO,HCOMNAM,HTSYMBOL,HNAICS
90602,ODIMO INC,ODMO,448310
90603,PREFERRED BANK LOS ANGELES,PFBC,522110
90604,THRESHOLD PHARMACEUTICALS INC,THLD,325412
90605,UNIVERSAL TRUCKLOAD SERVICES INC,UACL,484121
90606,BANRO CORP,BAA,212221
90607,BLACKROCK HEALTH SCIENCES TRUST,BME,525990
90608,INUVO INC,INUV,541810
90609,NOVELL INC,NOVL,511210
90610,COHEN & STEERS WW RLTY INC FD IN,RWF,525990
90611,GAMCO GLBL GOLD NAT RES & INC TR,GGN,525990
90612,VOYA GLOBAL EQT DIV & PRE OPP FD,IGD,525990
90613,INTERNATIONAL SECS EXCH HLDGS IN,ISE,523210
90614,METALICO INC,MEA,331410
90615,NUVEEN TAX ADVANTAGED FLTG RT FD,JFP,525990
90616,PANAMSAT HOLDING CORP,PA,517410
90618,POWERSHARES E T F TRUST,PBW,525990
90619,POWERSHARES E T F TRUST,PWB,525990
90620,POWERSHARES E T F TRUST,PWV,525990
90621,POWERSHARES E T F TRUST,PXMG,525990
90622,POWERSHARES E T F TRUST,PXSV,525990
90623,POWERSHARES E T F TRUST,PXSG,525990
90624,POWERSHARES E T F TRUST,PXMV,525990
90626,REGENERX BIOPHARMACEUTICALS INC,RGN,325412
90627,S & P 500 COVERED CALL FUND INC,BEP,525990
90628,T D BANKNORTH INC,BNK,522110
90629,TRANSMERIDIAN EXPLORATION INC,TMY,211111
90630,DIANA SHIPPING INC,DSX,483111
90631,AIXTRON S E,AIXG,333999
90632,ASPREVA PHARMACEUTICALS CORP,ASPV,325412
90634,B OF I HOLDING INC,BOFI,522120
90635,COMMERCEFIRST BANCORP INC,CMFB,522110
90636,KENTUCKY FIRST FEDERAL BANCORP,KFFB,522120
90637,PRUDENTIAL BANCORP INC NEW,PBIP,522120
90638,R C N CORP,RCNI,517110
90639,SHAMIR OPTICAL INDUSTRY LTD,SHMR,339115
90640,W P C S INTERNATIONAL INC,WPCS,517210
90642,XENOGEN CORP,XGEN,334516
90643,ACCURIDE CORP NEW,ACW,336390
90644,AUSTRAL PACIFIC ENERGY LTD,AEN,213111
90645,BIRCH MOUNTAIN RESOURCES LTD,BMD,212312
90646,CLOUGH GLOBAL EQUITY FUND,GLQ,525990
90647,DOW 30 PREMIUM & DIV INC FD INC,DPD,525990
90648,EATON VANCE TAX MNGD BUY WR INC,ETB,525990
90649,FIDUCIARY CLAYMORE DYNAM EQU FD,HCE,525990
90650,JORGENSEN EARLE M CO DE NEW,JOR,421510
90651,MADISON STRATEGIC SECTOR PREM FD,MSP,525990
90652,ALLIANZGI INTL & PREM STRTGY FD,NAI,525990
90653,P R B ENERGY INC,PRB,486210
90654,PERU COPPER INC,CUP,212234
90655,TELEPHONE & DATA SYSTEMS INC,TDSS,517210
90656,TIENS BIOTECH GROUP USA INC,TBV,621610
90657,VERIFONE SYSTEMS INC,PAY,334118
90658,XELR8 HOLDINGS INC,BZI,311999
90659,XENONICS HOLDINGS INC,XNN,333314
90660,OCE N V,OCENY,333315
90661,BENJAMIN FRANKLIN BANCORP INC,BFBC,551111
90662,BROOKLYN FEDERAL BANCORP INC,BFSB,551111
90663,CHINA ENERGY SAVINGS TECH INC,CESV,541512
90664,DEXCOM INC,DXCM,334510
90665,FEDFIRST FINANCIAL CORP NEW,FFCO,522120
90666,FIRST FED NORTHN MI BANCORP INC,FFNM,522110
90668,LIBERTY BELL BK CHERRY HILL NJ,LBBB,522110
90669,NATIONAL ATLANTIC HOLDINGS CORP,NAHC,524126
90670,NATIONAL COAL CORP,NCOC,212111
90671,PIONEER COMPANIES INC,PONR,422420
90672,FREIGHTCAR AMERICA INC,RAIL,336510
90673,TRI S SECURITY CORP,TRIS,561611
90674,AMERICAN OIL & GAS INC,AEZ,512240
90675,BLACKROCK GLOBAL OPP EQUITY TR,BOE,525990
90677,BOIS D ARC ENERGY INC,BDE,211111
90678,CANO PETROLEUM INC,CFW,486110
90679,COFFEE HOLDING CO INC,JVA,311920
90680,DIAMONDROCK HOSPITALITY CO,DRH,531130
90681,DUNE ENERGY INC,DNE,211111
90682,DYADIC INTERNATIONAL INC,DIL,541710
90683,BLACKROCK ENHANCED EQTY YLD FUND,EEF,525990
90685,FIRST TRUST MORTGAGE INCOME FUND,FMY,525990
90686,GLOBETEL COMMUNICATIONS CORP,GTE,517212
90687,HYPERDYNAMICS CORP,HDY,211112
90688,NUVEEN EQUITY PREMIUM ADVANT FD,JLA,525990
90689,PIMCO GLOBAL STOCKSPLUS & INC FD,PGP,525990
90690,PROSPECT MEDICAL HOLDINGS INC,PZZ,621491
90691,R M R PREFERRED DIVIDEND FUND,RDR,525990
90693,REGALITO COPPER CORP,RLO,212234
90694,RYDEX E T F TRUST,XLG,525990
90695,TANZANIAN ROYALTY EXPL CORP,TRX,212221
90696,TELESTONE TECHNOLOGIES CORP,TSTC,334220
90697,TORTOISE ENERGY CAPITAL CORP,TYY,525990
90698,TRANSMONTAIGNE PARTNERS L P,TLP,324110
90699,WARNER MUSIC GROUP CORP,WMG,711130
90700,XERIUM TECHNOLOGIES INC,XRM,313210
90701,LAZARD LTD,LAZ,523110
90702,NEW SKIES SATELLITES HLDGS LTD,NSE,513340
90703,TEEKAY L N G PARTNERS L P,TGP,483111
90704,CHINA TECHFAITH WIRLSS COMM TECH,CNTF,541410
90705,OPTELECOM N K F INC,OPTC,334220
90706,CITI TRENDS INC,CTRN,448140
90708,MORNINGSTAR INC,MORN,523930
90709,NORTHERN EMPIRE BANCSHARES,NREB,522110
90710,PLUMAS BANCORP,PLBC,522298
90711,UNITED FINANCIAL BANCORP INC NEW,UBNK,522110
90714,S S A GLOBAL TECHNOLOGIES INC,SSAG,511210
90715,ZUMIEZ INC,ZUMZ,315190
90716,AIR TRANSPORT SERVICES GROUP INC,ATSG,492110
90717,ALLION HEALTHCARE INC,ALLI,446110
90718,BANKFINACIAL CORP,BFIN,522120
90719,BEACH FIRST NATL BANCSHARES INC,BFNB,522110
90720,BUILDERS FIRSTSOURCE INC,BLDR,332322
90722,COLONIAL FINANCIAL SERVICES INC,COBK,522292
90723,CHEMGENEX PHARMACEUTICALS LTD,CXSP,0
90724,EAGLE BULK SHIPPING INC,EGLE,483111
90725,EV3 INC,EVVV,339112
90726,FIRST FEDERAL BANC OF THE SW INC,FFSW,522120
90727,FIBERTOWER CORP,FTWR,517210
90729,GLADSTONE INVESTMENT CORP,GAIN,525990
90730,HERITAGE FINANCIAL GROUP INC,HBOS,522120
90731,HERCULES TECHNOLOGY GRTH CAP INC,HTGC,525990
90732,KENEXA CORP,KNXA,511210
90733,LEAP WIRELESS INTL INC,LEAP,517210
90734,L H C GROUP,LHCG,621610
90735,LINCOLN EDUCATIONAL SVCS CORP,LINC,611110
90736,MICRUS ENDOVASCULAR CORP,MEND,339113
90737,INERGY HOLDINGS L P,NRGP,551114
90738,PARTICLE DRILLING TECHNLGS INC,PDRT,213112
90739,PEOPLES EDUCATIONAL HOLDINGS INC,PEDH,511130
90741,PREMIUM STANDARD FARMS INC,PORK,311611
90742,SILICON GRAPHICS INTL CORP,SGI,334111
90743,NEWLEAD HOLDINGS LTD,NEWL,483111
90744,SILICON MOTION TECHNOLOGY CORP,SIMO,334413
90745,SOUTHWEST COMMUNITY BANCORP,SWCB,522110
90746,T B S INTL LTD NEW,TBSI,483111
90747,VOLCOM INC,VLCM,315234
90748,XENOPORT INC,XNPT,325412
90749,COLUMBIA EQUITY TRUST INC,COE,525930
90750,CYTOMEDIX INC,GTF,541711
90751,D S W INC,DSW,448210
90752,C I F C CORP,CIFC,523920
90753,EATON VANCE TAX MAN BUY WR OPP F,ETV,525990
90754,BLACKROCK ENH EQ YIELD & PREM FD,ECV,525990
90755,FRANKLIN STREET PROPERTIES CORP,FSP,531120
90756,OSHKOSH CORP,OSK,336111
90757,FRONTEER GOLD INC,FRG,212221
90758,GENTIUM S P A,GENT,325412
90759,HEMOSENSE INC,HEM,339111
90760,K K R FINANCIAL HOLDINGS L L C,KFN,522292
90761,KAYNE ANDERSON ENERGY TOT RET FD,KYE,525990
90762,LAZARD WORLD DIVID & INC FD INC,LOR,525990
90763,NEUSTAR INC,NSR,517919
90765,POWERSHARES E T F TRUST,PEJ,525990
90766,POWERSHARES E T F TRUST,PSJ,525990
90767,POWERSHARES E T F TRUST,PSI,525990
90768,POWERSHARES E T F TRUST,PJP,525990
90769,POWERSHARES E T F TRUST,PXQ,525990
90770,POWERSHARES E T F TRUST,PBS,525990
90771,POWERSHARES E T F TRUST,PBJ,525990
90773,POWERSHARES E T F TRUST,PBE,525990
90774,SIGNALIFE INC,SGN,334510
90775,TREEHOUSE FOODS INC,THS,311412
90776,WESTERN ALLIANCE BANCORPORATION,WAL,522110
90777,CRUSADER ENERGY GROUP INC,KRU,211111
90778,N T S INC,NTS,541613
90779,ALON U S A ENERGY INC,ALJ,324110
90780,AMERICAN ORIENTAL BIOENGINRG INC,AOB,325412
90781,ENTREE GOLD INC,EGI,212221
90782,FIRST TR STRATEGIC HIGH INC FD,FHI,525990
90783,FLOTEK INDUSTRIES INC,FTK,333131
90784,HARVEST ENERGY TRUST,HTE,211111
90785,KOBEX MINERALS INC,KXM,212222
90786,I T C HOLDINGS CORP,ITC,221118
90787,J E R INVESTORS TRUST INC,JRT,525990
90788,LAW ENFORCEMENT ASSOCIATES CORP,AID,334220
90789,MAIDENFORM BRANDS INC,MFB,315240
90790,MEDICAL PROPERTIES TRUST INC,MPW,531130
90791,ORCHIDS PAPER PRODUCTS CO,TIS,322122
90792,PIKE CORP,PIKE,238210
90793,ROYAL DUTCH SHELL PLC,RDSB,324110
90794,ROYAL DUTCH SHELL PLC,RDSA,324110
90795,JAMBA INC,JMBA,722515
90796,SILVER WHEATON CORP,SLW,212222
90797,SMALL CAP PREM & DIV INC FD INC,RCC,525990
90798,SUNAMERICA FOCUSED ALPHA GRTH FD,FGF,525990
90800,ADAMS RESPIRATORY THRPTCS INC,ARXT,325412
90802,CHAPARRAL STEEL CO DE,CHAP,331221
90803,CONSOLIDATED COMMS HLDGS INC,CNSL,517110
90804,CRYOCOR INC,CRYO,339112
90805,DISCOVERY COMMUNICATIONS INC,DISCA,515210
90806,DISCOVERY COMMUNICATIONS INC,DISCB,515210
90807,DIAMOND FOODS INC,DMND,311911
90808,EXPEDIA INC DE,EXPE,488999
90809,FRANKLIN CREDIT MGMT CORP,FCMC,522310
90810,FOCUS MEDIA HOLDING LTD,FMCN,541810
90811,F P B BANCORP INC,FPBI,522110
90812,GOLF GALAXY INC,GGXY,451110
90813,GENCO SHIPPING & TRADING LTD,GNK,483111
90814,HITTITE MICROWAVE CORP,HITT,334413
90816,ICOP DIGITAL INC,ICOP,334290
90817,PATRIOT CAPITAL FUNDING INC,PCAP,522220
90818,PACIFIC STATE BANCORP,PSBC,522120
90819,QUINTANA MARITIME LTD,QMAR,483111
90821,RIVER CITY BANK,RCBK,522110
90822,SUPERIOR WELL SERVICES INC,SWSI,213112
90823,TEMECULA VALLEY BANCORP INC,TMCV,522110
90824,UNITED FINANCIAL BANCORP INC MD,UBNK,522120
90825,A C C O BRANDS CORP,ACCO,339940
90826,PARENT COMPANY,KIDS,454111
90827,BLACKROCK ENHANCED EQUITY DIV TR,BDJ,525990
90828,BODISEN BIOTECH INC,BBC,325320
90829,C F INDUSTRIES HOLDINGS INC,CF,325311
90830,AMERICAN COMMUNITY NEWSPAPERS IN,ANE,0
90831,DRESSER RAND GROUP INC,DRC,333611
90832,ENTERPRISE G P HOLDINGS L P,EPE,486110
90833,HEARTLAND PAYMENT SYSTEMS INC,HPY,522320
90834,ISHARES TRUST,IWC,525990
90835,ISHARES TRUST,EFV,525990
90837,ISHARES TRUST,EFG,525990
90838,K & F INDUSTRIES HOLDINGS INC,KFI,336411
90839,MACQUARIE GLOBAL INFR TOT RET FD,MGU,525990
90840,CHINA METRO RURAL HLDGS LTD,CNR,339910
90841,MASISA S A NEW,MYS,321918
90842,NATURAL RESOURCE PARTNERS L P,NSP,213113
90843,GUGGENHEIM ENHANCED EQTY INC FD,GPM,525990
90845,POWERSHARES E T F TRUST,PZI,525990
90846,READY MIX INC,RMX,325520
90847,REDDY ICE HOLDINGS INC,FRZ,312113
90849,ROCKWOOD HOLDINGS INC,ROC,325180
90850,STANTEC INC,STN,541330
90851,WILLIAMS PARTNERS L P,WPZ,486210
90853,SEASPAN CORP,SSW,483111
90854,ADVANCED ANALOGIC TCHNLGS INC,AATI,334413
90855,ADVANCED LIFE SCIENCES HLDGS INC,ADLS,325414
90856,ATRICURE INC,ATRC,325412
90857,BAIDU INC,BIDU,541511
90858,BRONCO DRILLING CO INC,BRNC,211111
90859,CHINA MEDICAL TECHNOLOGIES INC,CMED,325413
90860,COLEY PHARMACEUTICAL GROUP INC,COLY,325412
90861,ESCHELON TELECOM INC,ESCH,517110
90862,FIRST SECURITY GROUP INC,FSGI,522110
90863,HOKU CORP,HOKU,334513
90864,JAMES RIVER GROUP INC,JRVR,524126
90865,KONA GRILL INC,KONA,722511
90866,LIBERTY GLOBAL PLC,LBTYK,519130
90867,M W I VETERINARY SUPPLY INC,MWIV,423450
90868,OMEGA FLEX INC,OFLX,332722
90869,PHARMAXIS LTD,PXSL,325412
90870,R B C BEARINGS INC,ROLL,336310
90871,RUTHS HOSPITALITY GROUP INC,RUTH,722511
90872,REPUBLIC COMPANIES GROUP INC,RUTX,524126
90873,PEPPERBALL TECHNOLOGIES INC,PBAL,332994
90874,TRUE RELIGION APPAREL INC,TRLG,315240
90875,NET 1 UEPS TECHNOLOGIES INC,UEPS,522390
90876,UNICA CORP,UNCA,511210
90877,WORLDSPACE INC,WRSP,515111
90878,VANGUARD INDEX FUNDS,VTI,525990
90880,AMERIPRISE FINANCIAL INC,AMP,522291
90881,CONVERSION SERVICES INTL INC,CVN,541611
90882,EATON VANCE TAX MAN GLBL BUY WR,ETW,525990
90883,ENHANCED S & P 500 COVRD CALL FD,BEO,525990
90884,FIRST TRUST EXCHANGE TRADED FUND,FDM,525990
90885,GLOBAL CASH ACCESS HOLDINGS INC,GCA,522320
90886,GLOBAL PARTNERS LP,GLP,454310
90888,HANA BIOSCIENCES INC,HNAB,325412
90889,HORIZON LINES INC,HRZ,483111
90890,POWERSHARES E T F TRUST,PID,525990
90891,POWERSHARES E T F TRUST,PHJ,525990
90892,POWERSHARES E T F TRUST,PFM,525990
90893,U S AIRWAYS GROUP INC NEW,LCC,481111
90894,AVALON PHARMACEUTICALS INC,AVRX,325412
90896,CARIBOU COFFEE CO INC,CBOU,722515
90897,COMMUNITY BANCSHARES INC DE,COMB,522110
90898,CARDIAC SCIENCE CORP,CSCX,334510
90899,GENETIC TECHNOLOGIES LTD,GENE,325414
90900,GENOMIC HEALTH INC,GHDX,621511
90901,IKANOS COMMUNICATIONS INC,IKAN,334210
90902,ITURAN LOCATION & CONTROL LTD,ITRN,334290
90903,NORTH POINTE HOLDINGS CORP,NPTE,524126
90904,NEXITY FINANCIAL CORP,NXTY,522120
90905,PROTHERICS PLC,PTIL,325412
90906,STATE NATIONAL BANCSHARES INC,SNBI,522110
90907,SUNESIS PHARMACEUTICALS INC,SNSS,325412
90909,SPORT CHALET INC,SPCHA,451110
90910,TALEO CORP,TLEO,511210
90911,TRUMP ENTERTAINMENT RESORTS INC,TRMP,721110
90912,T R X INC,TRXI,541990
90913,CIMPRESS N V,CMPR,541430
90914,WEBMD HEALTH CORP,WBMD,519190
90915,WILLIAMS SCOTSMAN INTL INC,WLSC,532420
90916,BLUEGREEN CORP,BXG,237210
90917,X T L BIOPHARMACEUTICALS LTD,XTLB,325412
90918,BLACKROCK WORLD INVESTMENT TRUST,BWC,525990
90919,CALAMOS GLOBAL TOTAL RETURN FUND,CGO,525990
90920,C B O T HOLDINGS INC,BOT,523120
90921,COGDELL SPENCER INC,CSA,531120
90922,BLACKROCK ENHANCED GOVT FD INC,EGF,525990
90923,EVERGREEN INTL BALANCED INCOME F,EBI,525990
90924,P P T VISION INC,PPTV,334513
90925,FIDELITY NATIONAL FINL INC NEW,FNF,524127
90926,PHARMATHENE INC,PIP,541710
90927,VOYA GLOBAL ADV & PREM OPP FUND,IGA,525990
90928,POWERSHARES E T F TRUST,PUI,525990
90929,POWERSHARES E T F TRUST,PMR,525990
90930,POWERSHARES E T F TRUST,PXJ,525990
90931,POWERSHARES E T F TRUST,PXN,525990
90933,POWERSHARES E T F TRUST,PIC,525990
90934,POWERSHARES E T F TRUST,PXE,525990
90935,POWERSHARES E T F TRUST,PKB,525990
90936,POWERSHARES E T F TRUST,PPA,525990
90937,S L S INTERNATIONAL INC,SLS,334310
90938,STORM CAT ENERGY CORP,SCU,211112
90939,SULPHCO INC,SUF,211112
90940,TAL INTERNATIONAL GROUP INC,TAL,336611
90941,TORTOISE NORTH AMER ENERGY CORP,TYN,525990
90942,UROPLASTY INC,UPI,339112
90943,D H T HOLDINGS INC,DHT,483111
90944,AMERICAN BANCORP OF NJ INC,ABNJ,551111
90945,ACCENTIA BIOPHARMACEUTICALS INC,ABPI,325412
90946,AMERICAN COMMERCIAL LINES INC,ACLI,483211
90947,APPALACHIAN BANCSHARES INC,APAB,551111
90948,GUARANTY BANCORP,GBNK,522110
90949,FIRST BUSINESS FINL SVCS INC,FBIZ,551111
90950,STEALTHGAS INC,GASS,483111
90951,HERCULES OFFSHORE INC,HERO,213111
90952,INVESTORS BANCORP INC NEW,ISBC,522120
90953,LEGACY BANCORP INC,LEGC,522120
90954,SAJAN INC,SAJA,334413
90955,MELA SCIENCES INC,MELA,541711
90956,N C I INC,NCIT,541512
90957,NXSTAGE MEDICAL INC,NXTM,334510
90958,POKERTEK INC,PTEK,713210
90960,TRICO MARINE SERVICES INC,TRMA,483111
90961,WATERSTONE FINANCIAL INC NEW,WSBF,522120
90962,ACTIONS SEMICONDUCTOR CO LTD,ACTS,334413
90963,AMERISAFE INC,AMSF,524126
90964,CORDIA BANCORP INC,BVA,522110
90965,NAVIOS MARITIME HOLDINGS INC,NM,483111
90966,CBEYOND INC,CBEY,517210
90968,EPIRUS BIOPHARMACEUTICALS INC,EPRS,325412
90969,DOVER SADDLERY INC,DOVR,451110
90970,FIRST NATIONAL BANCSHARES INC SC,FNSC,522110
90971,IROBOT CORP,IRBT,335210
90972,JONES SODA CO,JSDA,312111
90973,O2MICRO INTERNATIONAL LTD,OIIM,334413
90974,ROTECH HEALTHCARE INC,ROHI,621610
90976,ORIGIN AGRITECH LTD,SEED,111920
90977,SAIFUN SEMICONDUCTORS LTD,SFUN,334413
90978,SUNPOWER CORP,SPWR,334413
90979,UNDER ARMOUR INC,UA,315190
90980,UNION DRILLING INC,UDRL,213111
90981,VIMICRO INTERNATIONAL CORP,VIMC,334413
90982,MAGICJACK VOCALTEC LTD,CALL,517110
90983,PEOPLES BANCORP NC INC NEW,PEBK,522110
90984,WEB COM GROUP INC,WWWW,511210
90985,ANORMED INC,ANOR,339112
90986,BIRKS GROUP INC,BGI,448310
90987,BOARDWALK PIPELINE PARTNERS LP,BWP,486210
90988,BROOKDALE SENIOR LIVING INC,BKD,623110
90989,CLEAR CHANNEL OUTDOOR HLDGS INC,CCO,541850
90990,GALAXY ENERGY CORP,GAX,212311
90992,I H S INC,IHS,541990
90993,INTERCONTINENTALEXCHANGE GRP INC,ICE,523210
90994,INTERNATIONAL COAL GROUP INC,ICO,212111
90995,MINCO GOLD CORP,MGH,212221
90996,MINRAD INTERNATIONAL INC,BUF,325412
90997,NEWKIRK REALTY TRUST INC,NKT,525930
90998,NUVEEN S P 500 DYNAMIC OVERWR FD,SPXX,525990
90999,PRECISION DRILLING CORP,PDS,213111
91000,SPROTT RESOURCE LENDING CORP,SILU,531311
91001,SPDR SERIES TRUST,SDY,525990
91002,SPDR SERIES TRUST,KCE,525990
91004,SPDR SERIES TRUST,KIE,525990
91005,SPDR SERIES TRUST,KBE,525990
91006,SPDR SERIES TRUST,SLY,525990
91007,SPDR SERIES TRUST,MDYG,525990
91008,SPDR SERIES TRUST,MDYV,525990
91009,SPDR SERIES TRUST,RSCO,525990
91010,SPDR SERIES TRUST,ONEK,525990
91012,TRONOX INC,TRX,325131
91013,NUCRYST PHARMACEUTICALS CORP,NCST,421690
91014,DELIA S INC NEW,DLIA,454111
91015,B C B BANCORP INC,BCBP,522110
91016,CAPITALSOUTH BANCORP,CAPB,551111
91017,CAROLINA NATIONAL CORP,CNCP,522110
91018,CORE MARK HOLDING CO INC,CORE,445110
91019,MAJESTIC CAPITAL LTD,MAJC,524126
91020,CYNOSURE INC,CYNO,334510
91021,CYTORI THERAPEUTICS INC,CYTX,339112
91022,D E I HOLDINGS,DEIX,334310
91023,FREESEAS INC,FREE,483111
91024,LORAL SPACE & COMMUNICATIONS INC,LORL,334220
91025,NEW ENGLAND BANCSHARES INC,NEBS,522110
91026,PIXELPLUS CO LTD,PXPL,334413
91027,SCOPUS VIDEO NETWORKS LTD,SCOP,334290
91028,SOMAXON PHARMACEUTICALS INC,SOMX,325412
91029,SPANSION INC,SPSN,334413
91031,TRIPLE CROWN MEDIA INC,TCMI,511110
91032,DEALERTRACK TECHNOLOGIES INC,TRAK,511210
91033,VOCUS INC,VOCS,541511
91034,WHITTIER ENERGY CORP,WHIT,211111
91035,WIDERTHAN CO LTD,WTHN,541511
91036,AVIZA TECHNOLOGY INC,AVZA,333295
91037,ADVANTAGE OIL & GAS LTD,AAV,211111
91038,ALMADEN MINERALS LTD,AAU,212221
91039,B P I ENERGY HOLDINGS INC,BPG,211111
91040,BASIC ENERGY SERVICES INC,BAS,213112
91041,LIVE NATION ENTERTAINMENT INC,LYV,711410
91042,COLD SPRING CAPITAL INC,CDS,0
91043,COMPTON PETROLEUM CORP,CMZ,211111
91044,D C P MIDSTREAM PARTNERS LP,DPM,486210
91045,EMERGENCY MEDICAL SERVICES CORP,EMS,621910
91047,CURRENCYSHARES EURO TRUST,FXE,525990
91048,EUROZINC MINING CORP,EZM,212231
91049,KIMBER RESOURCES INC,KBX,212399
91050,M G T CAPITAL INVESTMENTS INC,MGT,511210
91051,IGATE COMPUTER SYSTEMS LTD,PTI,541511
91052,POWERSHARES E T F TRUST,PHO,525990
91053,POWERSHARES E T F TRUST,PRF,525990
91055,POWERSHARES E T F TRUST,SPHQ,525990
91056,POWERSHARES E T F TRUST,PTE,525990
91057,POWERSHARES E T F TRUST,PHW,525990
91058,REPUBLIC PROPERTY TRUST,RPB,525930
91059,SOFTBRANDS INC,SBN,511210
91060,SUNAMERICA FOCUSED ALPHA LG CAP,FGI,525990
91061,SUNTECH POWER HOLDINGS CO LTD,STP,334413
91063,VIACOM INC NEW,VIAB,515210
91064,VIREXX MEDICAL CORP,REX,325414
91065,COPA HOLDINGS SA,CPA,481111
91066,VIACOM INC NEW,VIA,515210
91067,C N X GAS CORP,CXG,211111
91068,CHIPOTLE MEXICAN GRILL INC,CMG,722110
91069,GASTAR EXPLORATION INC NEW,GST,221210
91070,GLOBAL ENTERTAINMENT CORP,GEE,713990
91071,MIRANT CORP NEW,MIR,221122
91072,HELIOS MULTI SECTOR HG INC FD IN,HMH,525990
91073,WESTERN REFINING INC,WNR,324110
91074,ALTUS PHARMACEUTICALS INC,ALTU,325414
91075,AMERICAN RAILCAR INDUSTRIES INC,ARII,336510
91076,CALUMET SPECIALTY PRODS PTNRS LP,CLMT,324110
91077,CONNECTICUT BANK & TRUST CO,CTBC,522110
91078,IMMUNE PHARMACEUTICALS INC,IMNP,325412
91079,FORTUNET INC,FNET,713290
91080,H & E EQUIPMENT SERVICES INC,HEES,532490
91081,LINN ENERGY LLC,LINE,211111
91082,PERION NETWORK LTD,PERI,541511
91083,MAGYAR BANCORP INC,MGYR,522120
91084,REGENCY ENERGY PARTNERS L P,RGP,211111
91085,TRAFFIC COM INC,TRFC,0
91086,ACORDA THERAPEUTICS INC,ACOR,325414
91087,AMCOMP INC NEW,AMCP,524126
91088,CARDICA INC,CRDC,339112
91090,CROCS INC,CROX,316210
91091,ORCHARD ENTERPRISES INC,ORCD,533110
91092,ETRIALS WORLDWIDE INC,ETWC,511210
91094,IOMAI CORP,IOMI,325412
91095,LIQUIDITY SERVICES INC,LQDT,561990
91096,MORGANS HOTEL GROUP CO,MHGC,721110
91098,NIGHTHAWK RADIOLOGY HOLDINGS INC,NHWK,621512
91099,NTELOS HOLDINGS CORP,NTLS,517110
91100,ROSETTA RESOURCES INC,ROSE,211111
91101,S G X PHARMACEUTICALS INC,SGXP,325412
91102,THOMAS WEISEL PARTNERS GROUP INC,TWPG,523110
91103,UNITED CONTINENTAL HOLDINGS INC,UAL,481111
91104,VALERA PHARMACEUTICALS INC,VLRX,325412
91105,AMERICAN TELECOM SERVICES INC,TES,421690
91106,BLACKROCK LONG TERM MUNI ADV TR,BTA,525990
91107,CANETIC RESOURCES TRUST,CNE,211111
91108,COINMACH SERVICE CORP,DRA,532220
91109,E X C O RESOURCES INC,XCO,211111
91111,ENERGY TRANSFER EQUITY L P,ETE,221210
91112,GRUPO AEROPORTUARIO DEL PAC SAB,PAC,488119
91113,HEALTHSPRING INC,HS,524114
91114,KOPPERS HOLDINGS INC,KOP,321114
91115,MAGELLAN MIDSTREAM HOLDINGS LP,MGG,486910
91116,MARINER ENERGY INC,ME,211111
91117,MORTONS RESTAURANT GROUP INC NEW,MRT,722110
91118,POWERSHARES E T F TRUST,PZJ,525990
91119,RESOURCE CAPITAL CORP,RSO,531110
91120,SPARK NETWORKS PLC,LOV,812990
91121,STAR MARITIME ACQUISITION CORP,SEA,0
91122,SPDR SERIES TRUST,XSD,525990
91123,SPDR SERIES TRUST,XHB,525990
91124,SPDR SERIES TRUST,XBI,525990
91125,TERNIUM S A,TX,331221
91127,SMART MODULAR TECHS W W H INC,SMOD,334413
91128,GULFPORT ENERGY CORP,GPOR,211111
91129,POWERSHARES D B COMM IDX TRK FD,DBC,525990
91130,VANGUARD INTL EQUITY INDEX FUNDS,VWO,525990
91131,VANGUARD INTL EQUITY INDEX FUNDS,VPL,525990
91132,VANGUARD INTL EQUITY INDEX FUNDS,VGK,525990
91133,BANCO MACRO S A,BMA,522110
91135,BAYTEX ENERGY CORP,BTE,211111
91136,AMERICAN APPAREL INC,APP,315220
91137,FIRST TRUST EXCHANGE TRADED FUND,FDL,525990
91138,FIRST TRUST STRAT HIGH INC FD II,FHY,525990
91139,GRUBB & ELLIS REALTY ADVISORS,GAV,0
91140,KUHLMAN COMPANY INC,KUL,511140
91141,MEDIVATION INC,MDVN,325412
91143,N Y S E EURONEXT,NYX,523210
91144,RYDEX E T F TRUST,RPV,525990
91145,RYDEX E T F TRUST,RPG,525990
91146,RYDEX E T F TRUST,RFV,525990
91147,RYDEX E T F TRUST,RFG,525990
91148,RYDEX E T F TRUST,RZV,525990
91149,RYDEX E T F TRUST,RZG,525990
91150,THOMAS EQUIPMENT INC,THM,333120
91151,TIM HORTONS INC,THI,722511
91152,TRANSDIGM GROUP INC,TDG,336413
91153,TRONOX INC,TRXB,325131
91154,ALEXZA PHARMACEUTICALS INC,ALXA,325412
91155,AMERICASBANK CORP,AMAB,522110
91156,AMERITYRE CORP,AMTY,326211
91157,CLAYTON HOLDINGS INC,CLAY,541611
91158,EAGLE TEST SYSTEMS INC,EGLT,334515
91159,GIGABEAM CORP,GGBM,334220
91160,GLOBAL TRAFFIC NETWORK INC,GNET,519110
91161,GREEN PLAINS INC,GPRE,325199
91162,CHINA GRENTECH CORP LTD,GRRF,517210
91163,HIMAX TECHNOLOGIES INC,HIMX,334413
91164,HOUSE OF TAYLOR JEWELRY INC,HOTJ,339911
91165,I P C S INC,IPCS,517210
91166,NEXTEST SYSTEMS CORP,NEXT,334515
91167,UNITED COMMUNITY BANCORP NEW,UCBA,522120
