PERMNO,HCOMNAM,HTSYMBOL,HNAICS
39731,GRAY TELEVISION INC,GTNA,515120
39757,WHITE ELECTRONIC DESIGNS CORP,WEDC,334413
39765,HANDLEMAN CO,HDL,423990
39766,FIRST REGIONAL BANCORP,FRGB,551111
39917,WEYERHAEUSER CO,WY,321999
40061,TEKTRONIX INC,TEK,334515
40062,ALSERES PHARMACEUTICALS INC,ALSE,325412
40125,COMPUTER SCIENCES CORP,CSC,541513
40272,INTERNATIONAL FLAVORS & FRAG INC,IFF,325199
40416,AVON PRODUCTS INC,AVP,325611
40440,DIEBOLD INC,DBD,334118
40468,GYRODYNE COMPANY AMERICA INC,GYRO,531120
40539,T J X COMPANIES INC NEW,TJX,448140
40540,H E I INC,HEII,334413
40694,TEXAS INDUSTRIES INC,TXI,327310
40695,ANALEX CORP,NLX,511210
40970,H K N INC,HKN,211111
41080,CUMMINS INC,CMI,333618
41187,HAWAIIAN ELECTRIC INDUSTRIES INC,HE,221121
41188,ALLIED MOTION TECHNOLOGIES INC,AMOT,334515
41217,HAVERTY FURNITURE COS INC,HVT,442110
41241,HAWKINS INC,HWKN,424690
41292,HEALTHCARE SERVICES GROUP INC,HCSG,812310
41320,S L INDUSTRIES INC,SLI,335314
41355,PARKER HANNIFIN CORP,PH,332912
41371,UNITED INDUSTRIAL CORP,UIC,541710
41419,CHAMPION ENTERPRISES INC,CHB,321991
41443,ALLTEL CORP,AT,517410
41444,ABLEST INC,AIH,541611
41452,HELEN OF TROY LTD,HELE,335210
41574,INTRICON CORP,IIN,334290
41663,HERLEY INDUSTRIES INC,HRLY,335999
41929,CON WAY INC,CNW,484122
41930,HIGHVELD STEEL & VANADIUM LTD,HSVLY,331221
42024,OFFICEMAX INC NEW,OMX,424120
42059,WEIS MARKETS INC,WMK,445110
42067,FURMANITE CORP,FRM,562910
42083,ALBERTO CULVER CO NEW,ACV,325611
42140,PINNACLE ENTERTAINMENT GROUP INC,PNK,721110
42200,PERKINELMER INC,PKI,334516
42219,TASTY BAKING CO,TSTY,311812
42286,WOLVERINE WORLD WIDE INC,WWW,316210
42307,QUANEX CORP,NX,331210
42358,BARNWELL INDUSTRIES INC,BRN,211111
42439,H N I CORP,HNI,337214
42455,HOOPER HOLMES INC,HH,621999
42534,JOHNSON CONTROLS INC,JCI,337127
42550,NEWMARKET CORP,NEU,325199
42585,SMUCKER J M CO,SJM,311999
42614,MOOG INC,MOGB,336413
42796,MEREDITH CORP,MDP,511120
42877,HUNT J B TRANSPORT SERVICES INC,JBHT,484121
42906,HUNTINGTON BANCSHARES INC,HBAN,522110
42922,HURCO COMPANY,HURC,334111
43123,ALLEGHENY TECHNOLOGIES,ATI,331210
43290,CYPRESS BIOSCIENCE INC,CYPB,325414
43334,SYNALLOY CORP,SYNL,332322
43350,STANLEY BLACK & DECKER INC,SWK,332510
43449,MCDONALDS CORP,MCD,722513
43481,STANDEX INTERNATIONAL CORP,SXI,333415
43553,V F CORP,VFC,315220
43617,AMERICAN INDEPENDENCE CORP,AMIC,524114
43634,I G I LABORATORIES INC,IG,325611
43721,LUBRIZOL CORP,LZ,325110
43757,IMMUNOMEDICS INC,IMMU,325412
43772,BEMIS CO INC,BMS,322220
43837,INDEPENDENCE HOLDING CO NEW,IHC,524113
44134,KENNAMETAL INC,KMT,333517
44185,ELKCORP,ELK,324122
44206,EVERSOURCE ENERGY,ES,221118
44230,P & F INDUSTRIES INC,PFIN,333991
44274,AEGION CORP,AEGN,221320
44329,TELEFLEX INC,TFX,339112
44506,INTEGRATED DEVICE TECHNOLOGY,IDTI,334413
44513,PULSE ELECTRONICS CORP,PULS,334419
44601,AVERY DENNISON CORP,AVY,323111
44637,INTER TEL INC,INTL,334210
44644,AUTOMATIC DATA PROCESSING INC,ADP,518210
44688,INTERCHANGE FINANCIAL SERV CORP,IFCJ,522110
44768,INTERFACE INC,TILE,314110
44792,INTERGRAPH CORP,INGR,541512
44813,CEL SCI CORP,CVM,325414
44821,INTERMAGNETICS,IMGC,332999
44943,DIODES INC,DIOD,334413
44951,SUPERVALU INC,SVU,445110
45225,VALHI INC NEW,VHI,311314
45241,FOREST LABS INC,FRX,325412
45277,INTERNATIONAL GAME TECHNOLOGY,IGT,339999
45306,INTERDIGITAL INC,IDCC,334210
45356,TYCO INTERNATIONAL PLC IRELAND,TYC,334417
45373,IRIS INTERNATIONAL INC,IRIS,334516
45437,INTERNATIONAL SHIPHOLDING CORP,ISH,483111
45487,NASHUA CORP,NSHA,322222
45495,ROWAN COMPANIES PLC,RDC,213111
45560,INTERPHASE CORP,INPH,334118
45583,ANGELICA CORP,AGL,561210
45655,C D I CORP,CDI,561312
45671,SCIENTIFIC ATLANTA INC,SFA,334220
45728,INVACARE CORP,IVC,339113
45751,MARSH & MCLENNAN COS INC,MMC,524126
45794,SMITH INTERNATIONAL INC,SII,333132
45890,KATY INDUSTRIES INC,KT,333295
45891,IOMEGA CORP,IOM,334112
45911,SKYWORKS SOLUTIONS INC,SWKS,334413
45955,IRVINE SENSORS CORP,IRSN,334413
46042,ISRAMCO INC,ISRL,211111
46068,WATSCO INC,WSOB,423730
46076,WELLCO ENTERPRISES INC,WLC,316211
46077,ANIXTER INTERNATIONAL INC,AXE,423610
46149,J L G INDUSTRIES INC,JLG,333120
46181,EPOCH HOLDING CORP,EPHC,523930
46229,JACO ELECTRONICS INC,JACO,423690
46295,FLEETWOOD ENTERPRISES INC,FLE,336214
46340,SAFEGUARD SCIENTIFICS INC,SFE,523910
46392,INVESTMENT TECHNOLOGY GP INC NEW,ITG,523110
46463,GRIFFON CORP,GFF,332321
46578,CLOROX CO,CLX,325612
46674,GENUINE PARTS CO,GPC,425110
46690,CABOT CORP,CBT,325180
46703,HOST HOTELS & RESORTS INC,HST,721110
46834,GENERAL EMPLOYMENT ENTREPRS INC,JOB,541330
46877,BARD C R INC,BCR,339112
46886,K L A TENCOR CORP,KLAC,333314
46907,PHAZAR CORP,ANTP,551112
46922,RITE AID CORP,RAD,446110
46923,PRIMEENERGY CORP,PNRG,211111
46931,K TRON INTL INC,KTII,334512
46950,K V PHARMACEUTICAL CO,KVB,325411
47002,KAMAN CORP,KAMN,423830
47036,FOODARAMA SUPERMARKETS INC,FSM,445210
47088,KANSAS CITY LIFE INS CO,KCLI,524113
47133,C K E RESTAURANTS INC,CKR,722211
47175,CIRCUIT CITY STORES INC,CC,443111
47205,KAYDON CORP,KDN,332215
47248,KEANE INC,KEA,518111
47255,LA BARGE INC,LB,334511
47379,KELLY SERVICES INC,KELYA,561320
47387,KELLY SERVICES INC,KELYB,561320
47423,BARRY R G CORP OHIO,DFZ,316210
47466,NEW YORK TIMES CO,NYT,511110
47490,RUSSELL CORP,RML,315191
47511,ENNIS INC,EBF,323111
47571,KEWAUNEE SCIENTIFIC CORP,KEQU,337127
47619,KEY TRONICS CORP,KTCC,334118
47626,C N A FINANCIAL CORP,CNA,524126
47642,BOWNE & CO INC,BNE,541199
47677,CINCINNATI BELL INC NEW,CBB,517110
47706,FEDERAL SIGNAL CORP,FSS,336992
47715,KIMBALL INTERNATIONAL INC,KBAL,337211
47723,HALLADOR ENERGY CO,HNRG,211111
47730,A B M INDUSTRIES INC,ABM,561720
47802,LIBERTY CORP SC,LC,515120
47861,SUPERIOR UNIFORM GROUP INC,SGC,314999
47888,GERBER SCIENTIFIC INC,GRB,541512
47896,JPMORGAN CHASE & CO,JPM,522110
47897,KIRIN BREWERY LTD,KNBWY,311942
47941,TEGNA INC,TGNA,511110
47969,KNAPE & VOGT MANUFACTURING CO,KNAP,337920
47984,JACLYN INC,JLN,315231
48020,FREDERICKS HOLLYWOOD GROUP INC,FOH,315210
48072,KOSS CORP,KOSS,334310
48101,KREISLER MANUFACTURING CORP,KRSL,336412
48144,KULICKE & SOFFA INDS INC,KLIC,333242
48267,L S I CORP NEW,LSI,334413
48274,NICOR INC,GAS,221210
48291,XCERRA CORP,XCRA,334515
48347,LA Z BOY INC,LZB,337211
48389,U N S ENERGY CORP,UNS,221111
48485,JEFFERSON PILOT CORP,JP,524113
48486,LAM RESH CORP,LRCX,333249
48506,MOODYS CORP,MCO,561450
48514,IKON OFFICE SOLUTIONS INC,IKN,423430
48523,LANCASTER COLONY CORP,LANC,311411
48531,SNYDERS LANCE INC,LNCE,311919
48653,HUMANA INC,HUM,524114
48697,P C GROUP INC,PCGR,339113
48725,UNION PACIFIC CORP,UNP,482111
48901,MIDLAND COMPANY,MLAN,524126
48960,KNIGHT RIDDER INC,KRI,511110
48961,LAWSON PRODUCTS INC,LAWS,336370
49015,LINCOLN NATIONAL CORP IN,LNC,524114
49138,SIFCO INDUSTRIES INC,SIF,333611
49154,TARGET CORP,TGT,452990
49227,LESCO INC OHIO,LSCO,325320
49322,AMERICAN REALTY INVESTORS INC,ARL,531312
49330,ALEXANDERS INC,ALX,525990
49373,BLOCK H & R INC,HRB,522298
49429,DILLARDS INC,DDS,448120
49488,L S B INDUSTRIES INC,LXU,325311
49534,LIFELINE SYSTEMS INC,LIFE,334220
49656,BANK OF NEW YORK MELLON CORP,BK,522110
49680,DANAHER CORP,DHR,334513
49744,POTLATCH CORP NEW,PCH,322121
49905,KATE SPADE & CO,KATE,448140
49955,NORTHGATE MINERALS CORP,NXG,212221
49971,PIEDMONT NATURAL GAS INC,PNY,221210
50017,RANGE RESOURCES CORP,RRC,211111
50032,ALBERTSONS INC,ABS,445110
50091,AMERON INTERNATIONAL CORP DEL,AMN,324122
50092,LONGVIEW FIBRE CO,LFB,322121
50227,BURLINGTON NORTHERN SANTA FE CP,BNI,482111
50243,SERVOTRONICS INC,SVT,332215
50278,U R S CORP NEW,URS,541330
50286,LEE ENTERPRISES INC,LEE,511110
50550,TUTOR PERINI CORP,TPC,236220
50585,URSTADT BIDDLE PROPERTIES INC,UBP,531120
50606,TIDEWATER INC,TDW,488330
50614,WINTHROP REALTY TRUST,FUR,531120
50623,M T S SYSTEMS CORP,MTSC,334519
50666,MACDERMID INC,MRD,325998
50702,PENNSYLVANIA REAL ESTATE INVT TR,PEI,525990
50788,ESTERLINE TECHNOLOGIES CORP,ESL,333999
50789,M G E ENERGY INC,MGEE,221111
50876,LILLY ELI & CO,LLY,325412
50905,HARLAND JOHN H CO,JH,323116
50906,A D C TELECOMMUNICATIONS INC,ADCT,515210
50948,SEMTECH CORP,SMTC,334413
50972,MEDIA GENERAL INC NEW,MEG,515120
51043,FEDERAL NATIONAL MORTGAGE ASSN,FNM,522294
51086,WINNEBAGO INDUSTRIES INC,WGO,336213
51087,MAKITA CORP,MKTAY,333991
51131,SONY CORP,SNE,334310
51263,MANITOWOC CO INC,MTW,333120
51369,TERADYNE INC,TER,334515
51377,NATIONAL SEMICONDUCTOR CORP,NSM,334413
51423,MARCUS CORP,MCS,721110
51457,OVERSEAS SHIPHOLDING GROUP INC,OSG,483111
51530,MARINE PETROLEUM TRUST,MARPS,523910
51596,KINDER MORGAN INC KANSAS,KMI,221210
51625,SERVICE CORP INTERNATIONAL,SCI,812210
51633,VECTREN CORP,VVC,221210
51692,PIER 1 IMPORTS INC DE,PIR,337122
51693,MARSH SUPERMARKETS INC,MARSA,445110
51706,MARSHALL & ILSLEY CORP NEW,MI,522110
51829,CONCURRENT COMPUTER CORP NEW,CCUR,541512
51916,INVESCO BOND FUND,VBF,525990
51925,MAUI LAND & PINEAPPLE CO INC,MLP,311421
51933,MAXCO INC,MAXC,332410
51960,MAXWELL TECHNOLOGIES INC,MXWL,335911
51984,MAX & ERMAS RESTAURANTS INC,MAXE,722110
52038,SYSCO CORP,SYY,424490
52090,MCCORMICK & CO INC,MKC,311999
52214,MISSION WEST PPTYS INC MD,MSW,531120
52230,ROBERT HALF INTERNATIONAL INC,RHI,561320
52231,MECHANICAL TECHNOLOGY INC,MKTY,334413
52250,GENCOR INDUSTRIES INC,GENC,336510
52329,JACOBS ENGINEERING GROUP INC,JEC,541330
52337,TENET HEALTHCARE CORP,THC,622110
52396,SUPERIOR INDUSTRIES INTL INC,SUP,336390
52425,WASHINGTON REAL ESTATE INVS TR,WRE,525990
52469,COMPEX TECHNOLOGIES INC,CMPX,334510
52476,EQUIFAX INC,EFX,561450
52484,BAKER MICHAEL CORP,BKR,541330
52679,HANCOCK JOHN INVS TR,JHI,525990
52695,GRAINGER W W INC,GWW,423610
52708,LENNAR CORP,LEN,236117
52716,HILL ROM HOLDINGS INC,HRC,339112
52792,MENTOR CORP MINN,MNT,339113
52813,MENTOR GRAPHICS CORP,MENT,511210
52840,MERCANTILE BANKSHARES CORP,MRBK,522110
52898,AQUA AMERICA INC,WTR,221310
52919,MERRILL LYNCH & CO INC,MER,523110
52936,MERCURY GENERAL CORP NEW,MCY,524126
52978,HASBRO INC,HAS,339930
53015,MERRIMAC INDUSTRIES INC,MRM,334220
53065,INTERPUBLIC GROUP COS INC,IPG,541810
53074,MESA LABORATORIES INC,MLAB,334513
53082,MAIR HOLDINGS INC,MAIR,481111
53110,BADGER METER INC,BMI,334514
53197,METHODE ELECTRONICS INC,MEI,334416
53225,GRAHAM HOLDINGS CO,GHC,511110
53373,SIEBERT FINANCIAL CORP,SIEB,523110
53381,MICHAELS STORES INC,MIK,451120
53479,GOLDEN WEST FINANCIAL CORP,GDW,522120
53480,MICROS SYSTEMS INC,MCRS,511210
53575,COSTA INC,ATX,339940
53604,GORMAN RUPP CO,GRC,333911
53612,LONGS DRUG STORES INC,LDG,446110
53613,MICRON TECHNOLOGY INC,MU,334413
53640,MICROSEMI CORP,MSCC,334419
53656,MICROWAVE FILTER CO INC,MFCO,334418
53663,U I L HOLDINGS CORP,UIL,221118
53727,PANASONIC CORP,PC,334310
53815,PLAYBOY ENTERPRISES INC,PLAA,517110
53831,CENTEX CORP,CTX,236117
53859,MIDDLESEX WATER CO,MSEX,221310
53866,FAMILY DOLLAR STORES INC,FDO,452990
54084,HALLWOOD GROUP INC,HWG,313210
54114,MILLER HERMAN INC,MLHR,337211
54148,PULTE GROUP INC,PHM,236117
54181,MILLIPORE CORP,MIL,334516
54199,S J W CORP,SJW,221310
54228,CUTWATER SELECT INCOME FUND,CSI,525990
54244,FLANIGANS ENTERPRISES INC,BDL,722511
54245,CASTLE ENERGY CORP,CECX,211111
54253,M S A SAFETY INC,MSA,339113
54279,DOWNEY FINANCIAL CORP,DSL,522120
54341,NEVADA CHEMICALS INC,NCEM,212391
54391,EDWARDS A G INC,AGE,523110
54439,ORLEANS HOMEBUILDERS INC,OHB,233210
54578,FIRST ACCEPTANCE CORP,FAC,524126
54579,MITSUI & CO LTD,MITSY,423510
54594,A A R CORP,AIR,336412
54624,ENERGYSOUTH INC,ENSI,221210
54631,CASTLE CONVERTIBLE FUND INC,CVF,525990
54675,M O C O N INC,MOCO,334519
54690,STARWOOD HOTELS & REST WLDWD INC,HOT,721120
54704,MODINE MANUFACTURING CO,MOD,336211
54711,PIONEER INTEREST SHARES,MUO,525990
54798,M G I PHARMA INC,MOGN,325412
54818,HARRIS TEETER SUPERMARKETS INC,HTSI,445110
54827,MOLEX INC,MOLX,334417
54973,BANCROFT FUND LTD,BCV,525990
54974,MONMOUTH CAPITAL CORP,MONM,525930
55001,TRINITY INDUSTRIES INC,TRN,336510
55029,MONMOUTH REAL ESTATE INVT CORP,MNR,531120
55160,SUMMA INDUSTRIES INC,SUMX,333314
55212,S P X CORP,SPW,333519
55213,RUBY TUESDAY INC,RT,722511
55511,P N M RESOURCES INC,PNM,221118
55546,UNITED CAPITAL CORP,AFP,531110
55597,MATERION CORP,MTRN,334210
55634,H M G COURTLAND PROPERTIES LTD,HMG,531120
55678,INTERGROUP CORP,INTG,531110
55781,BANDAG INC,BDG,326211
55782,N E C CORP,NIPNY,541512
55976,WAL MART STORES INC,WMT,452990
55984,INNSUITES HOSPITALITY TRUST,IHT,531120
55993,NAPCO SECURITY TECHNOLOGIES INC,NSSC,334290
56040,NASH FINCH COMPANY,NAFC,424410
56063,FRONTIER OIL CORP,FTO,324110
56143,POPE & TALBOT INC,POP,321912
56223,LOUISIANA PACIFIC CORP,LPX,321219
56232,NATIONAL CITY CORP,NCC,522110
56274,CONAGRA INC,CAG,311999
56363,NDCHEALTH CORP,NDC,518210
56565,BABSON CAPITAL CORPORATE INVS,MCI,525990
56573,ILLINOIS TOOL WORKS INC,ITW,326199
56581,HARTFORD INCOME SHARES FD INC,HSF,525990
56602,CAGLES INC,CGLA,311615
56611,NATIONAL PENN BANCSHARES INC,NPBC,522110
56653,BOULDER GROWTH & INCOME FUND INC,BIF,525990
56696,TRANSAMERICA INCOME SHS INC,TAI,525990
56710,NATIONAL SECURITY GROUP INC,NSEC,524113
56741,COACHMEN INDUSTRIES INC,COA,336213
56777,NATIONAL TECHNICAL SYS INC,NTSC,237990
56784,FLORIDA ROCK INDS INC,FRK,327310
56822,NATIONAL WESTERN LIFE INS CO,NWLI,524113
56856,B R T REALTY TRUST,BRT,525990
56936,HANCOCK JOHN INCOME SECS TR,JHS,525990
56937,N B T Y INC,NTY,325412
56945,NATURES SUNSHINE PRODUCTS INC,NATR,325412
56952,CASCADE NATURAL GAS CORP,CGC,221210
56979,ALLMERICA SECURITIES TRUST,ALM,525990
57007,TEJON RANCH CO,TRC,531120
57015,IMPERIAL INDUSTRIES INC,IPII,327320
57067,NELSON THOMAS INC,TNM,511130
57074,WESTERN ASSET INCOME FUND,PAI,525990
57082,MONTGOMERY STREET INCOME SECS IN,MTS,525990
57103,FORT DEARBORN INCOME SECS INC,FDI,525990
57104,NESTOR INC,NEST,541512
57154,GLATFELTER P H CO,GLT,322121
57251,NEW BRUNSWICK SCIENTIFIC INC,NBSC,335222
57293,CORNERSTONE TOTAL RETURN FD INC,CRF,525990
57330,FRISCHS RESTAURANTS INC,FRS,722511
57410,PROSPECT STREET INC,CNN,525990
57437,KELLWOOD COMPANY,KWD,315233
57446,N Y M A G I C INC,NYM,524126
57509,GOODRICH PETROLEUM CORP,GDP,211111
57534,NEWPORT CORP,NEWP,333517
57568,BALL CORP,BLL,332431
57665,NIKE INC,NKE,316210
57681,NISSAN MOTOR CO LTD,NSANY,336120
57745,NOBILITY HOMES INC,NOBH,321991
57808,VISHAY INTERTECHNOLOGY INC,VSH,334413
57809,NORDSON CORP,NDSN,333999
57817,NORDSTROM INC,JWN,448140
57904,A F L A C INC,AFL,524114
57913,BIOTA PHARMACEUTICALS INC,BOTA,621999
58094,NORTH FORK BANCORPORATION NY INC,NFB,522110
58114,LINCOLN NATIONAL INCOME FUND INC,LND,525990
58246,NORTHERN TRUST CORP,NTRS,522110
58318,TEREX CORP NEW,TEX,333924
58334,NORTHWEST NATURAL GAS CO,NWN,221210
58413,FEDERAL REALTY INVESTMENT TRUST,FRT,525990
58421,FRIEDMAN INDUSTRIES INC,FRD,331110
58501,G P STRATEGIES CORP,GPX,541330
58560,AMERICAN SCIENCE & ENGR INC,ASEI,334510
58608,INTERNATIONAL ALUMINUM CORP,IAL,332321
58640,NORTEL NETWORKS CORP NEW,NT,334418
58675,PARKER DRILLING CO,PKD,213111
58683,SOUTHWEST AIRLINES CO,LUV,481111
58755,BALDOR ELECTRIC CO,BEZ,335312
58756,O I CORP,OICO,334516
58771,REGAL BELOIT CORP,RBC,335312
58800,BOMBAY COMPANY INC,BBA,442110
58819,ALLIANT ENERGY CORP,LNT,221111
58836,NEWTEK BUSINESS SVCS CORP,NEWT,551114
58975,OCEANEERING INTERNATIONAL INC,OII,213112
58990,DOW JONES & CO INC,DJ,511110
59010,GAP INC,GPS,448140
59045,KIRBY CORP,KEX,483211
59089,BRISTOW GROUP INC,BRS,481212
59126,OHIO CASUALTY CORP,OCAS,524126
59176,AMERICAN EXPRESS CO,AXP,522291
59184,ANHEUSER BUSCH COS INC,BUD,311942
59185,OIL DRI CORP OF AMERICA,ODC,339113
59192,CHUBB CORP,CB,524126
59222,OILGEAR COMPANY,OLGR,333319
59248,MOLSON COORS BREWING CO,TAP,312120
59256,CROWN CRAFTS INC,CRWS,424330
59300,U D R INC,UDR,531110
59328,INTEL CORP,INTC,334413
59344,KUBOTA CORP,KUB,331511
59379,MELLON FINANCIAL CORP,MEL,522110
59396,OLD REPUBLIC INTERNATIONAL CORP,ORI,524126
59408,BANK OF AMERICA CORP,BAC,522110
59424,PIONEER CORP JAPAN,PIO,334310
59440,SAFECO CORP,SAF,524126
59459,TRAVELERS COMPANIES INC,TRV,524126
59467,WESTMORELAND COAL CO,WLB,212111
59483,Y R C WORLDWIDE INC,YRCW,484121
59504,BRITISH AMERICAN TOBACCO PLC,BTI,312230
59555,HONDA MOTOR LTD,HMC,336111
59600,TWIN DISC INC,TWIN,333612
59619,SENSIENT TECHNOLOGIES CORP,SXT,325120
59627,VIRCO MFG CORP,VIRC,337121
59628,ONE LIBERTY PROPERTIES INC,OLP,531120
59774,LYDALL INC,LDL,333413
59871,ORBIT INTERNATIONAL CORP,ORBT,334220
60038,ACME UNITED CORP,ACU,332215
60097,MEDTRONIC PLC,MDT,523910
60098,OTTER TAIL CORP,OTTR,221121
60186,OWENS & MINOR INC NEW,OMI,446199
60206,SNAP ON INC,SNA,332216
60273,DECORATOR INDUSTRIES INC,DII,337214
60442,P N C FINANCIAL SERVICES GRP INC,PNC,522110
60468,GRAHAM CORP,GHM,333911
60506,PACCAR INC,PCAR,336120
60548,MET PRO CORP,MPR,333413
60580,TORO COMPANY,TTC,333112
60599,CENTURYLINK INC,CTL,517911
60628,FEDEX CORP,FDX,492110
60687,AMERICAN FINANCIAL GROUP INC NEW,AFG,524126
60695,POGO PRODUCING CO,PPP,211111
60709,NEVADA GOLD & CASINOS INC,UWN,713210
60871,ANALOG DEVICES INC,ADI,334413
60898,BOWL AMERICA INC,BWLA,713950
60943,LEGGETT & PLATT INC,LEG,337910
60986,NEWELL RUBBERMAID INC,NWL,326199
61138,PAR PHARMACEUTICAL COMPANIES INC,PRX,325412
61145,LAZARE KAPLAN INTL INC,LKI,339913
61146,PAR TECHNOLOGY CORP,PAR,334118
61188,SOUTHWEST GAS CORP,SWX,221210
61209,BREEZE EASTERN CORP,BZC,339993
61218,PARALLEL PETROLEUM CORP DE,PLLL,211111
61241,ADVANCED MICRO DEVICES INC,AMD,334413
61269,PARK OHIO HOLDINGS CORP,PKOH,332112
61313,DONALDSON INC,DCI,333413
61399,LOWES COMPANIES INC,LOW,444110
61487,ADAMS RESOURCES & ENERGY INC,AE,211111
61496,PATRICK INDUSTRIES INC,PATK,337110
61508,BIO RAD LABORATORIES INC,BIOB,334516
61516,BIO RAD LABORATORIES INC,BIO,334516
61567,HEXCEL CORP NEW,HXL,334220
61621,PAYCHEX INC,PAYX,561110
61700,VICON INDUSTRIES INC,VII,334290
61735,AON PLC,AON,524210
61743,DELUXE CORP,DLX,323111
61778,KYOCERA CORP,KYO,334210
61787,P M F G INC,PMFG,333999
61807,MOOG INC,MOGA,336413
61815,NOBLE ENERGY INC,NBL,211111
61938,B R E PROPERTIES INC,BRE,531110
61946,BLACK HILLS CORP,BKH,221121
61955,PENN VIRGINIA CORP,PVA,531190
62033,RAVEN INDUSTRIES INC,RAVN,326112
62034,PENTAIR INC,PNR,332215
62042,PENFORD CORP,PENX,311221
62068,SOURCE CAPITAL INC,SOR,525990
62084,KENT FINANCIAL SERVICES INC,KENT,523110
62092,THERMO FISHER SCIENTIFIC INC,TMO,334519
62148,C S X CORP,CSX,482111
62156,BLACKSTONE MORTGAGE TRUST INC,BXMT,531120
62228,FREQUENCY ELECTRONICS INC,FEIM,334515
62296,NOBEL LEARNING COMMUNITIES INC,NLCI,611110
62308,TORCHMARK CORP,TMK,524113
62341,P D C ENERGY INC,PDCE,211111
62359,PERMIAN BASIN RTY TR,PBT,523910
62367,GETTY REALTY CORP NEW,GTY,531120
62368,P H I INC,PHII,481212
62376,P H I INC,PHIIK,481212
62383,RYLAND GROUP INC,RYL,236117
62391,SAN JUAN BASIN RTY TR,SJT,523910
62420,TII NETWORK TECHNOLOGIES INC,TIII,335313
62498,WEST PHARMACEUTICAL SERVICES INC,WST,325612
62500,AEROFLEX INC,ARXX,334413
62519,E N S C O INTERNATIONAL INC,ESV,483111
62552,PHARMOS CORP,PARS,325412
62763,NATURE VISION INC,NRVN,333315
62770,AMSOUTH BANCORPORATION,ASO,522110
62797,BAIRNCO CORP,BZ,325212
62834,ENGELHARD CORP,EC,325998
62885,GRUBB & ELLIS CO,GBE,531311
62906,CYBEX INTERNATIONAL INC,CYBI,339920
62922,MESA ROYALTY TRUST,MTR,523910
62930,MEXICO FUND INC,MXF,525990
62949,ZARLINK SEMICONDUCTOR INC,ZL,334413
62958,SENECA FOODS CORP NEW,SENEB,311411
63060,WENDYS INTERNATIONAL INC,WEN,722211
63079,KEY ENERGY SERVICES INC,KEG,213112
63125,AGILYSYS INC,AGYS,423690
63132,DUCOMMUN INC DE,DCO,332912
63159,SUPREME INDUSTRIES INC,STS,336211
63263,NOVO NORDISK A S,NVO,325411
63335,PIONEER ENERGY SERVICES CORP,PES,213111
63467,BROWN & BROWN INC,BRO,524210
63503,CENTRAL VERMONT PUB SVC CORP,CV,221121
63546,DATARAM CORP,DRAM,334112
63562,GREY WOLF INC,GW,213111
63686,POSSIS MEDICAL INC,POSS,339113
63706,NORTH EUROPEAN OIL RTY TR,NRT,523910
63714,OMNICARE INC,OCR,621999
63715,POWELL INDUSTRIES INC,POWL,335313
63765,SOUTHWESTERN ENERGY CO,SWN,211111
63773,TELEPHONE & DATA SYSTEMS INC,TDS,517210
63781,UNIT CORP,UNT,211111
63811,PRE PAID LEGAL SERVICES INC,PPD,541110
63829,A G & E HOLDINGS INC,WGA,334419
63830,PRECISION CASTPARTS CORP,PCP,331512
63976,GREEN MOUNTAIN PWR CORP,GMP,221119
63977,PRESIDENTIAL LIFE CORP,PLFE,524113
64020,LUBYS INC,LUB,722511
64135,W M S INDUSTRIES INC,WMS,339999
64186,CIGNA CORP,CI,524114
64194,CHEMED CORP NEW,CHE,621610
64195,PRINTRONIX INC,PTNX,334119
64231,HITACHI LIMITED,HIT,334111
64258,I C O INC NEW,ICOC,325211
64282,L BRANDS INC,LB,448120
64311,NORFOLK SOUTHERN CORP,NSC,482111
64362,T D K CORP,TDK,334611
64390,PROGRESSIVE CORP OH,PGR,524126
64450,NEW JERSEY RES,NJR,486210
64451,ARCHSTONE SMITH TRUST,ASN,525930
64486,PROTECTIVE LIFE CORP,PL,524113
64557,CLECO CORP NEW,CNL,221121
64565,COUNTRYWIDE FINANCIAL CORP,CFC,522292
64629,MCDERMOTT INTERNATIONAL INC,MDR,541330
64653,PUBLIC STORAGE,PSA,531130
64742,PURE CYCLE CORP,PCYO,221310
64785,ARGAN INC,AGX,517911
64805,SABINE ROYALTY TR,SBR,523910
64822,YUMA ENERGY INC,YUMA,211111
64864,AMPAL AMERICAN ISRAEL CORP,AMPL,523910
64899,CONSTELLATION BRANDS INC,STZB,312130
64901,THINKENGINE NETWORKS INC,THN,334210
64929,QUAKER CHEMICAL CORP,KWR,325510
64936,DOMINION RESOURCES INC VA NEW,D,221118
64961,QUALITY SYSTEMS INC,QSII,541512
64995,KEYCORP NEW,KEY,522110
65008,AMTECH SYSTEMS INC,ASYS,333242
65067,QMED INC,QMED,621999
65154,BLOUNT INTERNATIONAL INC NEW,BLT,333613
65163,QUIXOTE CORP,QUIX,326199
65226,D R S TECHNOLOGIES INC,DRS,334511
65270,R C M TECHNOLOGIES INC,RCMT,561320
65285,HOVNANIAN ENTERPRISES INC,HOV,236117
65293,TERRA INDUSTRIES INC,TRA,325311
65294,R L I CORP,RLI,524126
65306,UNIFIRST CORP,UNF,315190
65307,R P M INTERNATIONAL INC,RPM,325510
65330,LEGG MASON INC,LM,523110
65365,MYERS INDUSTRIES INC,MYE,325211
65402,SMITH A O CORP,AOS,335312
